Age Group,Light Condition Desc,ACCIDENT_NO
30-39,Dark Street lights on,12005020963
30-39,Day,12005033940
30-39,Day,22005026169
30-39,Day,12005002890
30-39,Dark Street lights on,12005029443
30-39,Day,22005011197
30-39,Day,12005040652
30-39,Day,12005013007
30-39,Dusk/Dawn,12005030296
30-39,Day,12005037773
30-39,Day,12005003376
30-39,Day,12005020961
30-39,Dark Street lights on,12005013436
30-39,Dusk/Dawn,22005018223
30-39,Day,22005024322
30-39,Day,22005043377
30-39,Day,12005021561
30-39,Dark Street lights on,22005022543
30-39,Dark Street lights on,22005014937
30-39,Day,22005030333
30-39,Dusk/Dawn,12005043343
30-39,Day,12005038451
30-39,Day,22005043396
30-39,Dark Street lights on,12005026701
30-39,Day,12005007311
30-39,Day,12005019698
30-39,Day,12005003192
30-39,Day,22005006629
30-39,Day,12005038470
30-39,Day,22005028101
30-39,Dark Street lights on,12005031122
30-39,Day,22005032819
30-39,Day,22005041298
30-39,Dark Street lights unknown,12005030709
30-39,Day,22005029723
30-39,Day,12005027702
30-39,Dark Street lights on,12005024139
30-39,Dark No street lights,22005031136
30-39,Day,22005032169
30-39,Day,22005039459
30-39,Day,12005015711
30-39,Day,12005016900
30-39,Unknown,12005014663
30-39,Day,22005026702
30-39,Day,22005004631
30-39,Day,22005035191
30-39,Day,12005030348
30-39,Day,12005042861
30-39,Day,22005011182
30-39,Dark No street lights,22005016348
30-39,Day,22005005932
30-39,Day,22005003846
30-39,Dusk/Dawn,22005040489
30-39,Dusk/Dawn,12005025327
30-39,Day,22005009855
30-39,Day,12005009968
30-39,Day,12005011855
30-39,Dusk/Dawn,12005041250
30-39,Day,12005012762
30-39,Day,12005023955
30-39,Dark Street lights on,12005026389
30-39,Day,12005040671
30-39,Dusk/Dawn,12005029639
30-39,Day,12005007372
30-39,Day,22005003449
30-39,Day,22005009299
30-39,Day,22005021991
30-39,Day,12005014967
30-39,Dark Street lights on,12005002325
30-39,Day,22005032153
30-39,Day,12005009878
30-39,Day,12005005913
30-39,Dusk/Dawn,12005042742
30-39,Day,12005015841
30-39,Day,12005002174
30-39,Day,22005030745
30-39,Day,22005037108
30-39,Day,12005032314
30-39,Dark Street lights on,22005021803
30-39,Day,12005030295
30-39,Dusk/Dawn,22005038459
30-39,Dusk/Dawn,12005042539
30-39,Dark Street lights on,12005026161
30-39,Day,12005009571
30-39,Day,12005013413
30-39,Day,12005013067
30-39,Day,22005023411
30-39,Dusk/Dawn,12005018342
30-39,Day,12005003455
30-39,Dark Street lights on,12005026088
30-39,Day,12005027946
30-39,Day,22005030947
30-39,Day,22005007989
30-39,Day,22005037685
30-39,Day,22005026904
30-39,Day,22005040226
30-39,Day,22005036070
30-39,Day,12005034282
30-39,Day,22005027428
30-39,Day,12005005744
30-39,Dark Street lights on,12005016745
30-39,Dark Street lights on,12005027231
30-39,Day,12005029647
30-39,Day,12005027212
30-39,Day,22005042340
30-39,Dark Street lights on,22005014937
30-39,Dark Street lights on,12005040086
30-39,Day,12005009044
30-39,Day,12005010642
30-39,Dark Street lights on,12005019705
30-39,Day,12005027580
30-39,Day,22005027713
30-39,Dusk/Dawn,22005022352
30-39,Day,22005007101
30-39,Dark Street lights on,22005004471
30-39,Day,22005029042
30-39,Dusk/Dawn,12005021181
30-39,Day,12005008716
30-39,Day,12005030531
30-39,Day,12005004611
30-39,Day,22005013425
30-39,Dusk/Dawn,12005005172
30-39,Dark Street lights on,12005014918
30-39,Day,12005022185
30-39,Day,12005014836
30-39,Day,22005011059
30-39,Day,12005041065
30-39,Day,22005022503
30-39,Day,12005037409
30-39,Day,12005009839
30-39,Day,12005038978
30-39,Day,12005009998
30-39,Day,22005026702
30-39,Day,22005007104
30-39,Day,12005034280
30-39,Day,12005020404
30-39,Dark Street lights on,12005016547
30-39,Dusk/Dawn,22005020545
30-39,Dusk/Dawn,22005016612
30-39,Day,22005012052
30-39,Day,22005020119
30-39,Day,12005031669
30-39,Day,22005040125
30-39,Dark Street lights on,22005025390
30-39,Day,22005011184
30-39,Day,22005011201
30-39,Day,12005017463
30-39,Day,12005037749
30-39,Day,12005020961
30-39,Day,22005040481
30-39,Day,22005029584
30-39,Day,22005028919
30-39,Day,22005010079
30-39,Dusk/Dawn,22005023969
30-39,Day,22005042938
30-39,Day,22005037223
30-39,Day,12005022327
30-39,Day,12005028925
30-39,Day,12005009694
30-39,Day,12005016092
30-39,Day,22005014502
30-39,Day,22005037328
30-39,Dark Street lights on,22005036112
30-39,Day,22005025378
30-39,Dark Street lights on,12005022821
30-39,Day,22005014502
30-39,Dusk/Dawn,22005026932
30-39,Dusk/Dawn,12005020959
30-39,Day,12005038295
30-39,Dusk/Dawn,12005024799
30-39,Day,12005007710
30-39,Day,12005040322
30-39,Day,12005003411
30-39,Day,12005029006
30-39,Dusk/Dawn,22005022352
30-39,Day,22005009103
30-39,Day,12005027780
30-39,Dusk/Dawn,12005016727
30-39,Day,22005008235
30-39,Dark Street lights on,12005039755
40-49,Day,22005041005
40-49,Day,22005015148
40-49,Day,22005016787
40-49,Day,12005036966
40-49,Dark Street lights on,22005028104
40-49,Day,22005039612
40-49,Day,22005004663
40-49,Dark Street lights on,12005033978
40-49,Day,12005011978
40-49,Day,12005004655
40-49,Dark Street lights on,12005014867
40-49,Day,12005012199
40-49,Day,12005038939
40-49,Dark Street lights on,12005036018
40-49,Day,22005038857
40-49,Day,22005010893
40-49,Day,22005016960
40-49,Day,22005008835
40-49,Dusk/Dawn,22005009301
40-49,Day,12005042544
40-49,Day,22005040992
40-49,Dusk/Dawn,22005026915
40-49,Day,12005037388
40-49,Day,22005002669
40-49,Day,22005010804
40-49,Day,12005002338
40-49,Dark Street lights unknown,12005024160
40-49,Day,12005025560
40-49,Day,22005023585
40-49,Day,22005024468
40-49,Day,22005027444
40-49,Dark Street lights on,12005025013
40-49,Dark Street lights on,12005038816
40-49,Day,22005011065
40-49,Day,22005040125
40-49,Day,12005012002
40-49,Day,22005032635
40-49,Day,22005043009
40-49,Dark Street lights on,22005024346
40-49,Day,12005008516
40-49,Dusk/Dawn,12005024804
40-49,Day,22005021622
40-49,Day,12005034072
40-49,Dusk/Dawn,12005029724
40-49,Day,22005043180
40-49,Day,22005008570
40-49,Day,22005003624
40-49,Day,22005028107
40-49,Dark Street lights on,22005021618
40-49,Dark Street lights on,12005021558
40-49,Dusk/Dawn,12005026709
40-49,Dark Street lights on,12005025153
40-49,Day,12005002328
40-49,Dusk/Dawn,22005034773
40-49,Day,12005005714
40-49,Day,12005036487
40-49,Day,22005042132
40-49,Dusk/Dawn,22005010313
40-49,Dark Street lights on,22005018050
40-49,Day,12005017243
40-49,Dark Street lights on,12005017093
40-49,Dark Street lights on,12005020525
40-49,Day,22005005157
40-49,Unknown,22005007300
40-49,Dusk/Dawn,12005032989
40-49,Day,12005034786
40-49,Day,22005008849
40-49,Dark Street lights on,22005031871
40-49,Dusk/Dawn,22005021573
40-49,Day,22005031106
40-49,Day,12005020742
40-49,Dusk/Dawn,12005032693
40-49,Day,12005042971
40-49,Dark Street lights on,12005036318
40-49,Day,12005030694
40-49,Day,12005006253
40-49,Day,12005036853
40-49,Day,12005023532
40-49,Day,22005014436
40-49,Day,22005031961
40-49,Day,12005025046
40-49,Dark Street lights on,22005042708
40-49,Day,12005038845
40-49,Day,12005013877
40-49,Day,12005021127
40-49,Dark Street lights on,12005031093
40-49,Day,22005029393
40-49,Dusk/Dawn,22005022897
40-49,Day,22005002899
40-49,Day,22005040975
40-49,Dark Street lights on,22005004242
40-49,Dark Street lights on,12005026149
40-49,Day,12005004439
40-49,Day,12005036573
40-49,Day,12005038988
40-49,Day,12005033860
40-49,Dark Street lights on,12005021158
40-49,Dusk/Dawn,12005038893
40-49,Day,12005008788
40-49,Day,22005004271
40-49,Day,22005009103
40-49,Day,22005032835
40-49,Day,22005015147
40-49,Day,22005005954
40-49,Day,22005026320
40-49,Dusk/Dawn,12005019417
40-49,Day,22005031265
40-49,Day,12005007588
40-49,Day,12005012390
40-49,Day,12005012363
40-49,Day,22005040098
40-49,Day,22005033736
40-49,Day,22005038655
40-49,Dusk/Dawn,22005026563
40-49,Day,12005009975
40-49,Day,22005010017
40-49,Day,22005027714
40-49,Dark Street lights on,22005028131
40-49,Day,22005037205
40-49,Day,12005029009
40-49,Day,22005027101
40-49,Dusk/Dawn,12005036024
40-49,Dark Street lights on,12005034271
40-49,Day,12005037744
40-49,Day,12005003881
40-49,Day,22005019793
40-49,Dark Street lights on,22005018604
40-49,Day,12005006678
40-49,Day,12005023548
40-49,Day,12005034518
40-49,Day,22005036692
40-49,Day,22005009351
40-49,Day,22005004639
40-49,Day,12005033910
40-49,Day,12005010837
40-49,Day,12005018084
40-49,Dusk/Dawn,22005014148
40-49,Day,12005040591
40-49,Day,22005005072
40-49,Day,22005023328
40-49,Dark Street lights unknown,22005027893
40-49,Day,12005036963
40-49,Day,12005012567
40-49,Dusk/Dawn,12005034284
40-49,Day,12005004418
40-49,Day,12005008832
40-49,Dark Street lights on,12005016744
40-49,Dark Street lights on,22005025431
40-49,Dark Street lights on,22005026812
40-49,Day,22005027789
40-49,Day,22005022013
40-49,Day,12005031972
40-49,Day,22005027722
50-59,Day,22005040189
50-59,Day,12005028771
50-59,Dark No street lights,22005016973
50-59,Day,22005030949
50-59,Day,22005005926
50-59,Dark No street lights,22005016552
50-59,Dark Street lights on,22005025380
50-59,Dusk/Dawn,22005033173
50-59,Day,22005027952
50-59,Day,22005027888
50-59,Day,12005008787
50-59,Day,22005002924
50-59,Day,22005004687
50-59,Day,12005006594
50-59,Dark Street lights on,22005028275
50-59,Day,22005036819
50-59,Day,22005029970
50-59,Day,22005008545
50-59,Day,22005008215
50-59,Dark Street lights on,12005027040
50-59,Dark Street lights on,12005025642
50-59,Day,12005037409
50-59,Day,22005014929
50-59,Day,22005022901
50-59,Dark Street lights on,12005029973
50-59,Day,22005009302
50-59,Day,22005002785
50-59,Day,22005004674
50-59,Day,22005041238
50-59,Day,12005035878
50-59,Day,22005011059
50-59,Day,12005004817
50-59,Day,12005042981
50-59,Day,12005003805
50-59,Dark Street lights on,22005030330
50-59,Day,12005038966
50-59,Day,12005006599
50-59,Day,22005002921
30-39,Dark Street lights on,42005026790
30-39,Day,32005009557
30-39,Dusk/Dawn,42005024718
30-39,Day,52005042226
30-39,Dark No street lights,32005019282
30-39,Day,42005016320
30-39,Dark Street lights on,32005017810
30-39,Dark Street lights on,42005025293
30-39,Day,32005031198
30-39,Dark Street lights on,42005014021
30-39,Day,42005014456
30-39,Dark Street lights on,42005027517
30-39,Day,52005034200
30-39,Day,42005019981
30-39,Day,52005009620
30-39,Day,52005011538
30-39,Day,42005030437
30-39,Day,42005023765
30-39,Dark Street lights on,32005031760
30-39,Day,52005041216
30-39,Day,52005020051
30-39,Dusk/Dawn,42005030432
30-39,Dark No street lights,52005013852
30-39,Day,42005006727
30-39,Day,32005012456
30-39,Day,32005004947
30-39,Dark Street lights on,42005021869
30-39,Dusk/Dawn,32005039445
30-39,Day,42005016993
30-39,Dusk/Dawn,42005020180
30-39,Dark Street lights on,42005015243
30-39,Day,52005033153
30-39,Day,42005024973
30-39,Dark Street lights on,32005003510
30-39,Day,32005010635
30-39,Day,32005010330
30-39,Day,32005018205
30-39,Day,32005024203
30-39,Dusk/Dawn,42005021103
30-39,Dark Street lights off,52005018863
30-39,Dusk/Dawn,32005028428
30-39,Dusk/Dawn,32005006397
30-39,Dark Street lights on,32005037884
30-39,Day,32005007466
30-39,Day,32005033544
30-39,Day,32005022971
30-39,Dusk/Dawn,42005012883
30-39,Unknown,42005023469
30-39,Dark Street lights on,42005031196
30-39,Day,52005042219
30-39,Dark Street lights on,42005025266
30-39,Day,52005010393
30-39,Dark Street lights on,32005042331
30-39,Day,52005013695
30-39,Dark No street lights,52005011756
30-39,Day,32005033250
30-39,Day,42005014816
30-39,Day,42005023456
30-39,Day,42005010741
30-39,Dusk/Dawn,42005023655
30-39,Day,42005012836
30-39,Day,42005025846
30-39,Dark Street lights on,42005025537
30-39,Day,52005041725
30-39,Day,32005037325
30-39,Day,42005011114
30-39,Day,52005028411
30-39,Day,32005005223
30-39,Day,42005013694
30-39,Day,52005032315
30-39,Dark Street lights on,52005012335
30-39,Dusk/Dawn,32005028636
30-39,Day,32005008875
30-39,Day,32005022756
30-39,Dark Street lights on,52005020401
40-49,Day,42005008976
40-49,Dark Street lights on,32005034076
40-49,Day,52005042085
40-49,Day,32005038281
40-49,Day,32005037564
40-49,Day,52005013824
40-49,Day,52005003297
40-49,Dark Street lights on,52005034537
40-49,Day,32005008688
40-49,Day,32005008248
40-49,Dark Street lights on,42005024327
40-49,Day,42005023869
40-49,Dark Street lights on,42005024597
40-49,Day,42005003756
40-49,Dark Street lights on,52005032758
40-49,Dusk/Dawn,52005016471
40-49,Day,52005027824
40-49,Dark No street lights,52005034175
40-49,Day,32005010903
40-49,Day,52005030722
40-49,Dusk/Dawn,52005037313
40-49,Day,32005010103
40-49,Dark Street lights on,42005033722
40-49,Day,42005013342
40-49,Day,42005012283
40-49,Dark Street lights on,32005027103
40-49,Day,32005038044
40-49,Day,42005022289
40-49,Day,42005018830
40-49,Dark Street lights on,52005016312
40-49,Dark Street lights off,52005026848
40-49,Day,52005038575
40-49,Day,52005013492
40-49,Dusk/Dawn,52005020518
40-49,Day,42005020940
40-49,Day,52005002625
40-49,Day,42005032239
40-49,Dark Street lights on,42005013356
40-49,Day,52005022156
40-49,Day,42005003946
40-49,Dark Street lights on,42005008893
40-49,Day,52005019004
40-49,Day,32005042864
40-49,Day,32005037124
40-49,Day,42005003256
40-49,Dark Street lights on,42005022798
40-49,Day,32005001550
40-49,Dusk/Dawn,32005026972
40-49,Day,32005028617
40-49,Day,32005013741
40-49,Dark No street lights,32005010118
40-49,Dusk/Dawn,52005027691
40-49,Dark No street lights,52005012127
40-49,Day,52005038831
40-49,Day,42005027676
40-49,Day,52005030530
40-49,Day,42005013343
40-49,Day,32005042873
40-49,Dark Street lights on,52005040160
40-49,Dark Street lights on,52005033863
40-49,Dusk/Dawn,52005013378
40-49,Day,32005040535
40-49,Day,32005005519
40-49,Day,32005018424
40-49,Day,52005014360
40-49,Dark No street lights,52005039610
40-49,Dusk/Dawn,32005032238
40-49,Dusk/Dawn,42005009422
40-49,Dusk/Dawn,42005033675
40-49,Day,42005018304
40-49,Dark No street lights,42005012494
40-49,Dusk/Dawn,52005030891
40-49,Day,52005013889
40-49,Day,52005029635
40-49,Day,52005035324
40-49,Dusk/Dawn,32005025591
40-49,Day,42005034028
40-49,Dusk/Dawn,32005015709
40-49,Dark No street lights,32005017528
40-49,Dark No street lights,52005032069
40-49,Day,52005007621
40-49,Day,52005023133
40-49,Dark Street lights on,52005027002
40-49,Dark No street lights,52005028414
40-49,Day,32005008028
40-49,Dusk/Dawn,42005004117
40-49,Day,42005010902
40-49,Day,42005031392
40-49,Day,42005028606
40-49,Day,32005009029
40-49,Day,42005027645
40-49,Dark No street lights,42005028006
50-59,Dusk/Dawn,42005021495
50-59,Day,32005028495
50-59,Day,32005012438
50-59,Dusk/Dawn,42005007246
50-59,Day,42005033684
50-59,Day,32005007325
50-59,Dark No street lights,42005021865
50-59,Dusk/Dawn,42005012518
50-59,Day,42005025700
50-59,Dark Street lights on,52005020418
50-59,Dark No street lights,52005034426
50-59,Day,32005025669
50-59,Day,32005027141
50-59,Day,32005006358
50-59,Day,42005009194
50-59,Day,42005007852
50-59,Day,32005038517
50-59,Day,52005039203
50-59,Dusk/Dawn,42005015794
50-59,Day,32005004273
50-59,Dusk/Dawn,52005010436
50-59,Dark Street lights on,42005009751
50-59,Day,42005014282
50-59,Dark Street lights on,52005027870
50-59,Day,52005035952
50-59,Dark Street lights on,52005034901
50-59,Day,52005012735
50-59,Dusk/Dawn,32005023212
50-59,Day,42005003585
50-59,Day,52005005848
50-59,Day,52005041311
50-59,Dark Street lights on,32005033357
50-59,Dark Street lights on,42005023484
50-59,Day,42005019671
50-59,Dusk/Dawn,42005027778
50-59,Day,52005002610
50-59,Day,52005005170
50-59,Day,32005004485
50-59,Day,42005018717
50-59,Day,42005008714
50-59,Day,52005008323
50-59,Day,32005020802
50-59,Dark Street lights on,42005028015
50-59,Day,52005009253
50-59,Day,42005006731
50-59,Day,42005022282
50-59,Day,52005003719
50-59,Dusk/Dawn,32005022400
50-59,Day,42005008498
50-59,Dark No street lights,52005018005
50-59,Dark Street lights unknown,52005015623
50-59,Day,42005033069
50-59,Day,32005006114
50-59,Dark Street lights on,42005026482
50-59,Day,42005018854
50-59,Day,42005005809
50-59,Day,32005006513
50-59,Dark No street lights,32005019074
50-59,Day,52005027511
50-59,Day,52005015503
50-59,Dusk/Dawn,42005019508
50-59,Day,42005005305
50-59,Day,52005008331
50-59,Day,52005035427
50-59,Day,52005040263
50-59,Day,32005007346
50-59,Day,42005008971
50-59,Day,32005042890
50-59,Dusk/Dawn,42005016463
60-64,Day,32005027327
60-64,Day,42005005468
60-64,Dark Street lights on,52005020036
60-64,Day,52005004161
60-64,Day,32005040615
60-64,Day,52005040271
60-64,Day,42005028510
60-64,Dark Street lights on,42005023887
60-64,Day,52005037747
60-64,Day,42005021454
60-64,Day,42005008573
60-64,Day,42005004394
60-64,Day,42005004526
60-64,Dusk/Dawn,32005038292
64-69,Day,32005035899
64-69,Day,52005019561
64-69,Day,52005014064
64-69,Day,52005023759
64-69,Dusk/Dawn,32005041786
64-69,Day,52005008517
64-69,Dusk/Dawn,32005042888
64-69,Day,42005030659
64-69,Day,42005010917
64-69,Day,52005038271
64-69,Day,32005024686
64-69,Day,52005009799
64-69,Day,52005026404
70+,Dark Street lights on,52005028978
70+,Day,52005002613
70+,Day,32005042749
70+,Day,52005041184
70+,Day,42005006069
70+,Day,32005025482
70+,Day,42005026299
70+,Day,32005038527
70+,Day,52005004961
70+,Dusk/Dawn,32005021672
70+,Day,32005015717
70+,Dusk/Dawn,42005012834
70+,Dusk/Dawn,42005019849
70+,Day,32005004339
70+,Dark Street lights on,42005029619
